id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_division,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_division,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
272372013,2007,1,regular,2007-08-25T22:00:00.000Z,false,true,false,,,,2013,Albany State (GA),,,16,0,7,0,9,,,,2428,North Carolina Central,FCS Independents,fcs,10,0,0,3,7,,,,,,
272420119,2007,1,regular,2007-08-30T23:00:00.000Z,false,false,false,,3781,Johnny Unitas Stadium,119,Towson,CAA,fcs,20,3,7,0,10,,,,2115,Central Connecticut,NEC,fcs,10,7,0,3,0,,,,,,
272422534,2007,1,regular,2007-08-30T23:00:00.000Z,false,false,false,,3647,Bowers Stadium,2534,Sam Houston State,Southland,fcs,17,10,7,0,0,,,,2025,Angelo State,,,13,0,7,6,0,,,,,,
272422415,2007,1,regular,2007-08-30T23:00:00.000Z,false,false,false,,3762,Hughes Stadium,2415,Morgan State,MEAC,fcs,47,7,23,7,10,,,,2542,Savannah State,FCS Independents,fcs,7,0,0,0,7,,,,,,
272422197,2007,1,regular,2007-08-30T23:00:00.000Z,false,false,true,,3858,O'Brien Stadium,2197,Eastern Illinois,OVC,fcs,45,7,17,7,14,,,,2635,Tennessee Tech,OVC,fcs,24,10,0,7,7,,,,,,
272422433,2007,1,regular,2007-08-30T23:00:00.000Z,,false,false,22022,3817,Malone Stadium,2433,Louisiana Monroe,Sun Belt,fbs,17,10,7,0,0,,1371,1345,202,Tulsa,Conference USA,fbs,35,14,0,14,7,,1544,1570,,,
272422038,2007,1,regular,2007-08-30T23:00:00.000Z,false,true,false,,,,2038,Assumption,,,20,7,0,0,13,,,,2529,Sacred Heart,NEC,fcs,41,14,14,13,0,,,,,,
272422132,2007,1,regular,2007-08-30T23:00:00.000Z,false,false,false,20223,3854,Nippert Stadium,2132,Cincinnati,Big East,fbs,59,6,13,20,20,,,,2546,Southeast Missouri State,OVC,fcs,3,0,3,0,0,,,,,,
272420079,2007,1,regular,2007-08-30T23:00:00.000Z,false,true,false,,,,79,Southern Illinois,MVFC,fcs,59,14,17,7,21,,,,2825,Quincy,,,14,7,0,7,0,,,,,,
272420236,2007,1,regular,2007-08-30T23:00:00.000Z,false,false,false,,3720,Finley Stadium,236,Chattanooga,Southern,fcs,17,0,14,0,3,,,,2105,Carson-Newman,,,29,0,3,12,14,,,,,,
272420164,2007,1,regular,2007-08-30T23:00:00.000Z,,false,false,43091,3754,High Point Solutions Stadium,164,Rutgers,Big East,fbs,38,21,7,7,3,,1678,1720,2084,Buffalo,Mid-American,fbs,3,0,0,3,0,,1222,1180,,,
272422050,2007,1,regular,2007-08-30T23:00:00.000Z,,false,true,7885,3919,Scheumann Stadium,2050,Ball State,Mid-American,fbs,13,3,0,3,7,,1443,1440,193,Miami (OH),Mid-American,fbs,14,0,7,0,7,,1399,1402,,,
272422710,2007,1,regular,2007-08-30T23:05:00.000Z,false,false,false,,3746,Hanson Field,2710,Western Illinois,MVFC,fcs,29,0,7,0,6,,,,2571,South Dakota State,Great West,fcs,26,0,6,0,7,,,,,,
272420097,2007,1,regular,2007-08-30T23:30:00.000Z,false,false,false,0,3873,Papa John's Cardinal Stadium,97,Louisville,Big East,fbs,73,28,21,21,3,,,,93,Murray State,OVC,fcs,10,7,3,0,0,,,,,,
272422325,2007,1,regular,2007-08-30T23:30:00.000Z,false,true,false,,,,2325,La Salle,Metro Atlantic Athletic,fcs,0,0,0,0,0,,,,2667,Ursinus,,,28,14,0,0,14,,,,,,
272422287,2007,1,regular,2007-08-30T23:30:00.000Z,false,false,false,,3744,Hancock Stadium,2287,Illinois State,MVFC,fcs,24,3,7,7,7,,,,2181,Drake,Pioneer,fcs,27,0,0,13,14,,,,,,
272422729,2007,1,regular,2007-08-30T23:30:00.000Z,false,false,true,,3998,Zable Stadium,2729,William & Mary,CAA,fcs,31,3,0,7,21,,,,48,Delaware,CAA,fcs,49,0,21,7,21,,,,,,
272422535,2007,1,regular,2007-08-31T00:00:00.000Z,false,false,false,,3925,Seibert Stadium,2535,Samford,OVC,fcs,23,7,13,3,0,,,,2695,West Alabama,,,21,0,14,0,7,,,,,,
272420166,2007,1,regular,2007-08-31T00:00:00.000Z,false,false,false,12682,3601,Aggie Memorial Stadium,166,New Mexico State,Western Athletic,fbs,35,7,14,14,0,,,,2545,Southeastern Louisiana,Southland,fcs,14,7,0,0,7,,,,,,
272420344,2007,1,regular,2007-08-31T00:00:00.000Z,,false,true,50112,3693,Davis Wade Stadium,344,Mississippi State,SEC,fbs,0,0,0,0,0,,1404,1333,99,LSU,SEC,fbs,45,3,14,14,14,,1885,1956,,,
272422623,2007,1,regular,2007-08-31T00:00:00.000Z,false,false,false,,3878,Plaster Sports Complex,2623,Missouri State,MVFC,fcs,62,28,13,7,14,,,,2402,Missouri S&T,,,17,7,0,3,7,,,,,,
272420066,2007,1,regular,2007-08-31T00:00:00.000Z,,false,false,47313,3772,Jack Trice Stadium,66,Iowa State,Big 12,fbs,14,0,7,7,0,,1431,1404,2309,Kent State,Mid-American,fbs,23,0,9,14,0,,1334,1361,,,
272420328,2007,1,regular,2007-08-31T00:05:00.000Z,,false,false,15102,3905,Romney Stadium,328,Utah State,Western Athletic,fbs,16,0,10,0,6,,1078,1077,2439,UNLV,Mountain West,fbs,23,3,0,6,14,,1235,1236,,,
272422460,2007,1,regular,2007-08-31T00:05:00.000Z,false,false,false,,3967,UNI-Dome,2460,Northern Iowa,MVFC,fcs,41,10,10,0,21,,,,2364,Minnesota State,,,14,0,14,0,0,,,,,,
272420068,2007,1,regular,2007-08-31T01:05:00.000Z,false,false,false,30278,3653,Albertsons Stadium,68,Boise State,Western Athletic,fbs,56,28,21,7,0,,,,2692,Weber State,Big Sky,fcs,7,0,0,7,0,,,,,,
272422464,2007,1,regular,2007-08-31T01:05:00.000Z,false,false,false,,2023,Walkup Skydome,2464,Northern Arizona,Big Sky,fcs,47,24,6,10,7,,,,2703,Western New Mexico,,,0,0,0,0,0,,,,,,
272420204,2007,1,regular,2007-08-31T02:00:00.000Z,,false,true,40409,3893,Reser Stadium,204,Oregon State,Pac-10,fbs,24,0,7,10,7,,1578,1619,254,Utah,Mountain West,fbs,7,0,7,0,0,,1613,1572,,,
272432843,2007,1,regular,2007-08-31T23:00:00.000Z,false,true,false,,,,2843,Western Connecticut State,,,7,0,0,0,7,,,,2681,Wagner,NEC,fcs,20,7,6,0,7,,,,,,
272430218,2007,1,regular,2007-08-31T23:30:00.000Z,,false,false,30368,3806,Lincoln Financial Field,218,Temple,Mid-American,fbs,19,0,10,3,6,,1091,1106,2426,Navy,FBS Independents,fbs,30,14,10,0,6,,1561,1546,,,
272430183,2007,1,regular,2007-09-01T00:00:00.000Z,,false,false,40329,1964,Carrier Dome,183,Syracuse,Big East,fbs,12,3,3,0,6,,1407,1327,264,Washington,Pac-10,fbs,42,0,14,21,7,,1441,1521,,,
272430331,2007,1,regular,2007-09-01T02:05:00.000Z,false,false,false,,3906,Roos Field,331,Eastern Washington,Big Sky,fcs,52,14,17,14,7,,,,2701,Montana-Western,,,13,7,6,0,0,,,,,,
